," 04 Eb Through #1",,," 04 Eb Through #3",,," 07 Eb Left Turn #1",,," 07 Eb Left Turn #2",
05/29/2020 21:00:00.00,0,5,,0,18,,0,4,,0,15
05/29/2020 21:05:00.00,0,5,,0,18,,0,4,,0,15
05/29/2020 21:10:00.00,3,8,,0,18,,0,4,,1,16
05/29/2020 21:15:00.00,0,8,,0,18,,0,4,,0,16
05/29/2020 21:20:00.00,0,8,,0,18,,0,4,,0,16
05/29/2020 21:25:00.00,0,8,,0,18,,0,4,,0,16
05/29/2020 21:30:00.00,0,8,,0,18,,0,4,,0,16
05/29/2020 21:35:00.00,0,8,,0,18,,0,4,,1,17
05/29/2020 21:40:00.00,0,8,,0,18,,0,4,,0,17
05/29/2020 21:45:00.00,1,9,,0,18,,0,4,,0,17
05/29/2020 21:50:00.00,0,9,,0,18,,0,4,,0,17
05/29/2020 21:55:00.00,1,10,,0,18,,0,4,,0,17
05/29/2020 22:00:00.00,0,10,,0,18,,0,4,,0,17
05/29/2020 22:05:00.00,0,10,,0,18,,0,4,,0,17
05/29/2020 22:10:00.00,0,10,,0,18,,0,4,,1,18
05/29/2020 22:15:00.00,1,11,,1,19,,0,4,,1,19
05/29/2020 22:20:00.00,0,11,,1,20,,0,4,,0,19
05/29/2020 22:25:00.00,0,11,,0,20,,0,4,,1,20
05/29/2020 22:30:00.00,0,11,,0,20,,0,4,,0,20
05/29/2020 22:35:00.00,1,12,,1,21,,0,4,,0,20
05/29/2020 22:40:00.00,0,12,,1,22,,0,4,,0,20
05/29/2020 22:45:00.00,0,12,,0,22,,0,4,,0,20
05/29/2020 22:50:00.00,0,12,,1,23,,0,4,,0,20
05/29/2020 22:55:00.00,0,12,,0,23,,0,4,,0,20
05/29/2020 23:00:00.00,0,12,,1,24,,0,4,,0,20
05/29/2020 23:05:00.00,0,12,,0,24,,0,4,,0,20
05/29/2020 23:10:00.00,0,12,,0,24,,0,4,,0,20
05/29/2020 23:15:00.00,0,12,,0,24,,0,4,,0,20
05/29/2020 23:20:00.00,0,12,,0,24,,0,4,,0,20
05/29/2020 23:25:00.00,0,12,,0,24,,0,4,,1,21
05/29/2020 23:30:00.00,0,12,,0,24,,0,4,,0,21
05/29/2020 23:35:00.00,0,12,,1,25,,0,4,,0,21
05/29/2020 23:40:00.00,0,12,,0,25,,0,4,,0,21
05/29/2020 23:45:00.00,0,12,,0,25,,0,4,,0,21
05/29/2020 23:50:00.00,0,12,,0,25,,0,4,,0,21
05/29/2020 23:55:00.00,0,12,,0,25,,0,4,,0,21
05/30/2020 00:00:00.00,0,12,,0,25,,0,4,,0,21
05/30/2020 00:05:00.00,0,12,,0,25,,0,4,,0,21
05/30/2020 00:10:00.00,1,13,,0,25,,0,4,,0,21
05/30/2020 00:15:00.00,0,13,,0,25,,0,4,,0,21
05/30/2020 00:20:00.00,0,13,,0,25,,0,4,,0,21
05/30/2020 00:25:00.00,0,13,,0,25,,0,4,,0,21
05/30/2020 00:30:00.00,0,13,,0,25,,0,4,,1,22
05/30/2020 00:35:00.00,0,13,,0,25,,0,4,,0,22
05/30/2020 00:40:00.00,0,13,,0,25,,0,4,,0,22
05/30/2020 00:45:00.00,0,13,,0,25,,0,4,,0,22
05/30/2020 00:50:00.00,0,13,,0,25,,0,4,,0,22
05/30/2020 00:55:00.00,0,13,,0,25,,0,4,,0,22
05/30/2020 01:00:00.00,0,13,,0,25,,0,4,,0,22
05/30/2020 01:05:00.00,0,13,,0,25,,0,4,,0,22
05/30/2020 01:10:00.00,0,13,,0,25,,0,4,,0,22
05/30/2020 01:15:00.00,0,13,,0,25,,0,4,,0,22
05/30/2020 01:20:00.00,0,13,,0,25,,0,4,,0,22
05/30/2020 01:25:00.00,0,13,,0,25,,1,5,,1,23
05/30/2020 01:30:00.00,0,13,,0,25,,0,5,,0,23
05/30/2020 01:35:00.00,0,13,,0,25,,0,5,,0,23
05/30/2020 01:40:00.00,0,13,,0,25,,0,5,,0,23
05/30/2020 01:45:00.00,0,13,,0,25,,0,5,,0,23
05/30/2020 01:50:00.00,0,13,,0,25,,0,5,,0,23
05/30/2020 01:55:00.00,0,13,,0,25,,0,5,,0,23
05/30/2020 02:00:00.00,0,13,,1,26,,0,5,,0,23
05/30/2020 02:05:00.00,0,13,,0,26,,0,5,,0,23
05/30/2020 02:10:00.00,0,13,,0,26,,0,5,,0,23
05/30/2020 02:15:00.00,0,13,,0,26,,0,5,,0,23
05/30/2020 02:20:00.00,0,13,,0,26,,0,5,,0,23
05/30/2020 02:25:00.00,0,13,,0,26,,0,5,,0,23
05/30/2020 02:30:00.00,0,13,,0,26,,0,5,,0,23
05/30/2020 02:35:00.00,0,13,,0,26,,0,5,,0,23
05/30/2020 02:40:00.00,0,13,,0,26,,0,5,,0,23
05/30/2020 02:45:00.00,0,13,,0,26,,0,5,,0,23
05/30/2020 02:50:00.00,0,13,,0,26,,0,5,,0,23
05/30/2020 02:55:00.00,0,13,,0,26,,0,5,,0,23
05/30/2020 03:00:00.00,0,13,,0,26,,0,5,,0,23
05/30/2020 03:05:00.00,1,14,,0,26,,0,5,,0,23
05/30/2020 03:10:00.00,0,14,,0,26,,0,5,,0,23
05/30/2020 03:15:00.00,0,14,,0,26,,0,5,,0,23
05/30/2020 03:20:00.00,0,14,,0,26,,0,5,,0,23
05/30/2020 03:25:00.00,0,14,,0,26,,0,5,,0,23
05/30/2020 03:30:00.00,0,14,,0,26,,0,5,,0,23
05/30/2020 03:35:00.00,1,15,,0,26,,0,5,,1,24
05/30/2020 03:40:00.00,0,15,,0,26,,0,5,,0,24
05/30/2020 03:45:00.00,0,15,,0,26,,0,5,,0,24
05/30/2020 03:50:00.00,0,15,,0,26,,0,5,,0,24
05/30/2020 03:55:00.00,0,15,,0,26,,0,5,,0,24
05/30/2020 04:00:00.00,0,15,,0,26,,0,5,,0,24
05/30/2020 04:05:00.00,0,15,,0,26,,0,5,,0,24
05/30/2020 04:10:00.00,0,15,,0,26,,0,5,,0,24
05/30/2020 04:15:00.00,0,15,,0,26,,0,5,,0,24
05/30/2020 04:20:00.00,0,15,,0,26,,0,5,,0,24
05/30/2020 04:25:00.00,1,16,,0,26,,0,5,,1,25
05/30/2020 04:30:00.00,0,16,,0,26,,0,5,,0,25
05/30/2020 04:35:00.00,0,16,,0,26,,0,5,,0,25
05/30/2020 04:40:00.00,0,16,,0,26,,0,5,,0,25
05/30/2020 04:45:00.00,0,16,,0,26,,0,5,,0,25
05/30/2020 04:50:00.00,0,16,,0,26,,0,5,,1,26
05/30/2020 04:55:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 05:00:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 05:05:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 05:10:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 05:15:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 05:20:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 05:25:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 05:30:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 05:35:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 05:40:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 05:45:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 05:50:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 05:55:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 06:00:00.00,0,16,,0,26,,0,5,,0,26
05/30/2020 06:05:00.00,0,16,,1,27,,0,5,,0,26
05/30/2020 06:10:00.00,0,16,,0,27,,0,5,,0,26
05/30/2020 06:15:00.00,0,16,,1,28,,0,5,,0,26
05/30/2020 06:20:00.00,0,16,,0,28,,0,5,,0,26
05/30/2020 06:25:00.00,0,16,,0,28,,0,5,,0,26
05/30/2020 06:30:00.00,0,16,,0,28,,0,5,,0,26
05/30/2020 06:35:00.00,0,16,,0,28,,0,5,,0,26
05/30/2020 06:40:00.00,0,16,,0,28,,0,5,,0,26
05/30/2020 06:45:00.00,0,16,,0,28,,0,5,,0,26
05/30/2020 06:50:00.00,0,16,,0,28,,0,5,,0,26
05/30/2020 06:55:00.00,0,16,,1,29,,0,5,,0,26
05/30/2020 07:00:00.00,0,16,,0,29,,0,5,,0,26
05/30/2020 07:05:00.00,0,16,,0,29,,0,5,,0,26
05/30/2020 07:10:00.00,0,16,,0,29,,0,5,,0,26
05/30/2020 07:15:00.00,0,16,,0,29,,0,5,,0,26
05/30/2020 07:20:00.00,0,16,,0,29,,0,5,,0,26
05/30/2020 07:25:00.00,0,16,,0,29,,0,5,,0,26
05/30/2020 07:30:00.00,0,16,,0,29,,0,5,,0,26
05/30/2020 07:35:00.00,0,16,,0,29,,0,5,,0,26
05/30/2020 07:40:00.00,0,16,,0,29,,0,5,,0,26
05/30/2020 07:45:00.00,0,16,,0,29,,0,5,,0,26
05/30/2020 07:50:00.00,0,16,,0,29,,0,5,,0,26
05/30/2020 07:55:00.00,0,16,,0,29,,0,5,,0,26
05/30/2020 08:00:00.00,1,17,,0,29,,0,5,,0,26
05/30/2020 08:05:00.00,0,17,,0,29,,0,5,,0,26
05/30/2020 08:10:00.00,0,17,,0,29,,0,5,,0,26
05/30/2020 08:15:00.00,0,17,,0,29,,0,5,,0,26
05/30/2020 08:20:00.00,0,17,,0,29,,0,5,,0,26
05/30/2020 08:25:00.00,0,17,,0,29,,0,5,,0,26
05/30/2020 08:30:00.00,0,17,,0,29,,0,5,,0,26
05/30/2020 08:35:00.00,0,17,,1,30,,0,5,,0,26
05/30/2020 08:40:00.00,0,17,,0,30,,0,5,,0,26
05/30/2020 08:45:00.00,0,17,,0,30,,0,5,,0,26
05/30/2020 08:50:00.00,0,17,,0,30,,0,5,,0,26
05/30/2020 08:55:00.00,0,17,,0,30,,0,5,,0,26
05/30/2020 09:00:00.00,0,17,,0,30,,0,5,,0,26
05/30/2020 09:05:00.00,0,17,,0,30,,0,5,,0,26
05/30/2020 09:10:00.00,0,17,,0,30,,0,5,,1,27
05/30/2020 09:15:00.00,0,17,,0,30,,0,5,,1,28
05/30/2020 09:20:00.00,0,17,,0,30,,0,5,,0,28
05/30/2020 09:25:00.00,0,17,,0,30,,1,6,,1,29
05/30/2020 09:30:00.00,0,17,,1,31,,0,6,,0,29
05/30/2020 09:35:00.00,0,17,,0,31,,0,6,,0,29
05/30/2020 09:40:00.00,0,17,,0,31,,0,6,,0,29
05/30/2020 09:45:00.00,0,17,,1,32,,0,6,,0,29
05/30/2020 09:50:00.00,0,17,,0,32,,0,6,,0,29
05/30/2020 09:55:00.00,1,18,,0,32,,0,6,,0,29
05/30/2020 10:00:00.00,0,18,,0,32,,0,6,,0,29
05/30/2020 10:05:00.00,0,18,,0,32,,0,6,,0,29
05/30/2020 10:10:00.00,0,18,,0,32,,0,6,,1,30
05/30/2020 10:15:00.00,0,18,,0,32,,0,6,,0,30
05/30/2020 10:20:00.00,0,18,,0,32,,2,8,,0,30
05/30/2020 10:25:00.00,0,18,,0,32,,1,9,,0,30
05/30/2020 10:30:00.00,0,18,,0,32,,0,9,,0,30
05/30/2020 10:35:00.00,0,18,,0,32,,0,9,,0,30
05/30/2020 10:40:00.00,0,18,,0,32,,0,9,,0,30
05/30/2020 10:45:00.00,0,18,,0,32,,0,9,,0,30
05/30/2020 10:50:00.00,0,18,,0,32,,0,9,,0,30
05/30/2020 10:55:00.00,0,18,,0,32,,0,9,,3,33
05/30/2020 11:00:00.00,0,18,,0,32,,0,9,,1,34
05/30/2020 11:05:00.00,0,18,,0,32,,0,9,,0,34
05/30/2020 11:10:00.00,0,18,,0,32,,0,9,,0,34
05/30/2020 11:15:00.00,0,18,,0,32,,0,9,,0,34
05/30/2020 11:20:00.00,0,18,,0,32,,0,9,,0,34
05/30/2020 11:25:00.00,0,18,,1,33,,0,9,,0,34
05/30/2020 11:30:00.00,0,18,,0,33,,0,9,,0,34
05/30/2020 11:35:00.00,0,18,,0,33,,0,9,,0,34
05/30/2020 11:40:00.00,0,18,,0,33,,0,9,,0,34
05/30/2020 11:45:00.00,0,18,,0,33,,0,9,,1,35
05/30/2020 11:50:00.00,0,18,,0,33,,0,9,,0,35
05/30/2020 11:55:00.00,0,18,,1,34,,0,9,,0,35
05/30/2020 12:00:00.00,0,18,,1,35,,0,9,,1,36
05/30/2020 12:05:00.00,0,18,,0,35,,0,9,,0,36
