,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," Zone 2"," Zone 3"," Zone 4"," Zone 5"," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
11/01/2019 00:30,33,5.5,13,20,0,0,8.4,8,12,10,3,6.4333333333,17,6.8055555556,3.5,30,2,1
11/01/2019 01:00,19,3.2,2,17,0,0,4.3,3,3,10,3,2.5833333333,3.0833333333,7.3055555556,4.25,18,1,0
11/01/2019 01:30,16,2.7,3,13,0,0,5.3,2,3,8,3,6.6666666667,1.4444444444,8.8888888889,4,16,0,0
11/01/2019 02:00,9,1.5,5,4,0,0,2.2,5,1,2,1,5.1666666667,1.8333333333,1.25,0.6666666667,9,0,0
11/01/2019 02:30,11,1.8,5,6,0,0,3.7,2,5,1,3,2.8333333333,8.1666666667,1.5,2.3333333333,10,1,0
11/01/2019 03:00,7,1.2,1,6,0,0,1.7,1,0,5,1,2.1666666667,0,3.5833333333,1.1666666667,6,0,1
11/01/2019 03:30,10,1.7,1,9,0,0,2.9,0,3,4,3,0,4.1666666667,4.0833333333,3.5,10,0,0
11/01/2019 04:00,13,2.2,8,5,0,0,3.1,3,6,2,2,1.6111111111,5.8333333333,2.5,2.3333333333,10,3,0
11/01/2019 04:30,7,1.2,1,6,0,0,2.2,0,3,4,0,0,4.8333333333,4.0833333333,0,7,0,0
11/01/2019 05:00,7,1.2,2,5,0,0,2.5,2,4,1,0,3.1666666667,5,1.6666666667,0,7,0,0
11/01/2019 05:30,5,0.8,2,3,0,0,1.5,2,0,3,0,2,0,4.1666666667,0,5,0,0
11/01/2019 06:00,14,2.3,5,9,0,0,3.1,7,4,2,1,6.3888888889,3.1111111111,1.4166666667,1.5,12,0,2
11/01/2019 06:30,15,2.5,3,12,0,0,6.1,3,7,4,1,10.25,7.5555555556,3.5,3.1666666667,15,0,0
11/01/2019 07:00,45,7.5,10,34,1,0,9.8,14,6,14,11,12.1944444444,9.6666666667,7.4305555556,9.7361111111,43,0,2
11/01/2019 07:30,52,8.7,9,43,0,0,12.6,9,8,20,15,12.35,10.8611111111,12.7777777778,14.5833333333,48,3,1
11/01/2019 08:00,95,15.8,25,70,0,0,15.3,23,20,33,19,21.5357142857,17.25,10.987962963,11.3472222222,80,8,7
